MEAN_TEMPERATURE,HEATING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_DATE,LOCAL_MONTH,LOCAL_DAY,MAX_TEMPERATURE,TOTAL_PRECIPITATION,TOTAL_SNOW,SNOW_ON_GROUND,STATION_NAME,TOTAL_RAIN,COOLING_DEGREE_DAYS,MAX_REL_HUMIDITY,LOCAL_YEAR,MIN_REL_HUMIDITY
"2,7","15,3","-0,6",2013-10-24 00:00:00,10,24,6,0,0,,MONTREAL INTL A,0,0,,2013,
"3,3","14,7","-1,1",2013-10-25 00:00:00,10,25,"7,6",0,0,,MONTREAL INTL A,0,0,,2013,
5,13,"2,2",2013-10-27 00:00:00,10,27,"7,7","0,6",0,,MONTREAL INTL A,"0,6",0,,2013,
"1,6","16,4","-3,4",2013-10-28 00:00:00,10,28,"6,6","1,8",0,,MONTREAL INTL A,"1,8",0,,2013,
"-0,7","18,7","-4,9",2013-10-29 00:00:00,10,29,"3,5",0,0,,MONTREAL INTL A,0,0,,2013,
"1,9","16,1",-3,2013-10-30 00:00:00,10,30,"6,8",0,0,,MONTREAL INTL A,0,0,,2013,
"7,2","10,8",1,2013-10-31 00:00:00,10,31,"13,4","22,4",0,,MONTREAL INTL A,"22,4",0,,2013,
"13,3","4,7","8,1",2013-11-01 00:00:00,11,1,"18,5","18,6",0,,MONTREAL INTL A,"18,6",0,,2013,
"3,5","14,5","-1,2",2013-11-02 00:00:00,11,2,"8,1","3,6",0,,MONTREAL INTL A,"3,6",0,,2013,
"0,6","17,4","-3,6",2013-11-03 00:00:00,11,3,"4,7",0,0,,MONTREAL INTL A,0,0,,2013,
"-1,5","19,5","-6,2",2013-11-04 00:00:00,11,4,"3,3",0,0,,MONTREAL INTL A,0,0,,2013,
"4,4","13,6",0,2013-11-05 00:00:00,11,5,"8,8",0,0,,MONTREAL INTL A,0,0,,2013,
"8,4","9,6","3,3",2013-11-06 00:00:00,11,6,"13,4","5,2",0,,MONTREAL INTL A,"5,2",0,,2013,
"7,9","10,1","1,8",2013-11-07 00:00:00,11,7,"13,9",2,0,,MONTREAL INTL A,2,0,,2013,
"2,8","15,2","1,3",2013-11-08 00:00:00,11,8,"4,2",0,0,,MONTREAL INTL A,0,0,,2013,
"1,7","16,3","-0,4",2013-11-09 00:00:00,11,9,"3,7",0,0,,MONTREAL INTL A,0,0,,2013,
"3,7","14,3","2,3",2013-11-10 00:00:00,11,10,5,"14,8",0,,MONTREAL INTL A,"14,8",0,,2013,
"0,1","17,9","-3,7",2013-11-11 00:00:00,11,11,"3,8","5,4","0,4",,MONTREAL INTL A,5,0,,2013,
"-2,8","20,8","-5,5",2013-11-12 00:00:00,11,12,"-0,1",0,0,,MONTREAL INTL A,0,0,,2013,
"-2,7","20,7","-7,5",2013-11-13 00:00:00,11,13,"2,2",0,0,,MONTREAL INTL A,0,0,,2013,
"4,1","13,9","1,3",2013-11-14 00:00:00,11,14,"6,8",0,0,,MONTREAL INTL A,0,0,,2013,
"6,6","11,4",3,2013-11-15 00:00:00,11,15,"10,2",0,0,,MONTREAL INTL A,0,0,,2013,
"7,1","10,9",2,2013-11-16 00:00:00,11,16,"12,1",0,0,,MONTREAL INTL A,0,0,,2013,
"8,3","9,7","3,4",2013-11-17 00:00:00,11,17,"13,2","7,2",0,,MONTREAL INTL A,"7,2",0,,2013,
8,10,"1,2",2013-11-18 00:00:00,11,18,"14,7","9,4",0,,MONTREAL INTL A,"9,4",0,,2013,
"-1,3","19,3","-3,9",2013-11-19 00:00:00,11,19,"1,4",0,0,,MONTREAL INTL A,0,0,,2013,
"-2,5","20,5",-6,2013-11-20 00:00:00,11,20,1,0,0,,MONTREAL INTL A,0,0,,2013,
"-1,4","19,4","-6,2",2013-11-21 00:00:00,11,21,"3,4",0,0,,MONTREAL INTL A,0,0,,2013,
"2,8","15,2","0,7",2013-11-22 00:00:00,11,22,"4,8","6,6",0,,MONTREAL INTL A,"6,6",0,,2013,
-3,21,"-6,7",2013-11-23 00:00:00,11,23,"0,7",0,0,,MONTREAL INTL A,0,0,,2013,
"-8,7","26,7","-11,7",2013-11-24 00:00:00,11,24,"-5,6",0,0,,MONTREAL INTL A,0,0,,2013,
"-6,2","24,2","-13,3",2013-11-25 00:00:00,11,25,"0,9","0,4","0,4",,MONTREAL INTL A,0,0,,2013,
"1,3","16,7",0,2013-11-26 00:00:00,11,26,"2,5","2,8","2,8",2,MONTREAL INTL A,0,0,,2013,
"-1,9","19,9","-4,9",2013-11-27 00:00:00,11,27,"1,2","23,4",12,5,MONTREAL INTL A,"9,2",0,,2013,
"-7,3","25,3","-9,6",2013-11-28 00:00:00,11,28,"-4,9","0,6","0,6",5,MONTREAL INTL A,0,0,,2013,
"-9,5","27,5","-13,5",2013-11-29 00:00:00,11,29,"-5,5",0,0,,MONTREAL INTL A,0,0,,2013,
"-9,9","27,9","-15,2",2013-11-30 00:00:00,11,30,"-4,6",0,0,4,MONTREAL INTL A,0,0,,2013,
"-4,3","22,3","-7,1",2013-12-01 00:00:00,12,1,"-1,4","1,2","1,2",3,MONTREAL INTL A,0,0,,2013,
"-1,2","19,2","-2,5",2013-12-02 00:00:00,12,2,"0,1","2,2","2,2",4,MONTREAL INTL A,0,0,,2013,
"-0,4","18,4","-1,3",2013-12-03 00:00:00,12,3,"0,6",0,0,4,MONTREAL INTL A,0,0,,2013,
-2,20,"-5,6",2013-12-04 00:00:00,12,4,"1,6",0,0,,MONTREAL INTL A,0,0,,2013,
"4,3","13,7","-1,1",2013-12-05 00:00:00,12,5,"9,6","0,4",0,4,MONTREAL INTL A,"0,4",0,,2013,
"1,3","16,7","-1,9",2013-12-06 00:00:00,12,6,"4,4",0,0,,MONTREAL INTL A,0,0,,2013,
"-4,4","22,4",-7,2013-12-07 00:00:00,12,7,"-1,7",0,0,,MONTREAL INTL A,0,0,,2013,
"-6,6","24,6","-10,1",2013-12-08 00:00:00,12,8,-3,0,0,,MONTREAL INTL A,0,0,,2013,
"-1,1","19,1","-5,2",2013-12-09 00:00:00,12,9,3,8,"7,8",2,MONTREAL INTL A,"0,2",0,,2013,
"-4,2","22,2","-9,2",2013-12-10 00:00:00,12,10,"0,9",0,0,5,MONTREAL INTL A,0,0,,2013,
"-9,8","27,8","-14,3",2013-12-11 00:00:00,12,11,"-5,3","0,4","0,4",5,MONTREAL INTL A,0,0,,2013,
"-13,9","31,9","-20,2",2013-12-12 00:00:00,12,12,"-7,5",0,0,5,MONTREAL INTL A,0,0,,2013,
"-14,4","32,4","-20,1",2013-12-13 00:00:00,12,13,"-8,7",0,0,5,MONTREAL INTL A,0,0,,2013,
"-18,7","36,7","-21,8",2013-12-14 00:00:00,12,14,"-15,6",5,5,5,MONTREAL INTL A,0,0,,2013,
"-14,9","32,9","-18,4",2013-12-15 00:00:00,12,15,"-11,3","25,2",,15,MONTREAL INTL A,,0,,2013,
"-18,4","36,4","-23,6",2013-12-16 00:00:00,12,16,"-13,2",0,0,19,MONTREAL INTL A,0,0,,2013,
-20,38,"-25,3",2013-12-17 00:00:00,12,17,"-14,6","1,2","1,4",13,MONTREAL INTL A,0,0,,2013,
,,"-17,3",2013-12-18 00:00:00,12,18,,,,14,MONTREAL INTL A,,,,2013,
"-4,6","22,6","-9,6",2013-12-19 00:00:00,12,19,"0,4","1,4",,15,MONTREAL INTL A,,0,,2013,
"-4,4","22,4","-8,6",2013-12-20 00:00:00,12,20,"-0,1","14,6","14,6",11,MONTREAL INTL A,0,0,,2013,
"-7,4","25,4","-8,3",2013-12-21 00:00:00,12,21,"-6,5","26,6",,21,MONTREAL INTL A,,0,,2013,
"-8,2","26,2","-9,2",2013-12-22 00:00:00,12,22,"-7,2","21,4","9,2",27,MONTREAL INTL A,2,0,,2013,
"-7,5","25,5","-9,3",2013-12-23 00:00:00,12,23,"-5,7","0,4","0,4",28,MONTREAL INTL A,0,0,,2013,
,,-16,2013-12-24 00:00:00,12,24,,,,28,MONTREAL INTL A,,,,2013,
"-17,6","35,6","-21,1",2013-12-25 00:00:00,12,25,"-14,1",0,0,27,MONTREAL INTL A,0,0,,2013,
"-12,4","30,4","-15,9",2013-12-26 00:00:00,12,26,"-8,9","2,4","2,4",26,MONTREAL INTL A,0,0,,2013,
"-7,6","25,6",-11,2013-12-27 00:00:00,12,27,"-4,2","0,2","0,2",27,MONTREAL INTL A,0,0,,2013,
"-1,7","19,7","-5,3",2013-12-28 00:00:00,12,28,"1,9","0,2",0,25,MONTREAL INTL A,"0,2",0,,2013,
"-4,8","22,8","-10,8",2013-12-29 00:00:00,12,29,"1,3",0,0,22,MONTREAL INTL A,0,0,,2013,
"-13,2","31,2","-18,5",2013-12-30 00:00:00,12,30,"-7,9","0,2",0,22,MONTREAL INTL A,"0,2",0,,2013,
-18,36,"-20,9",2013-12-31 00:00:00,12,31,"-15,1","1,2","1,2",22,MONTREAL INTL A,0,0,,2013,
"-20,6","38,6","-24,6",2014-01-01 00:00:00,1,1,"-16,5",0,0,23,MONTREAL INTL A,0,0,,2014,
-25,43,"-27,3",2014-01-02 00:00:00,1,2,"-22,6","1,4","1,4",23,MONTREAL INTL A,0,0,,2014,
"-21,8","39,8","-24,3",2014-01-03 00:00:00,1,3,"-19,2",0,0,21,MONTREAL INTL A,0,0,,2014,
-16,34,"-23,3",2014-01-04 00:00:00,1,4,"-8,6",0,0,20,MONTREAL INTL A,0,0,,2014,
"-6,2","24,2","-12,6",2014-01-05 00:00:00,1,5,"0,3",14,"1,8",19,MONTREAL INTL A,"12,2",0,,2014,
-2,20,"-11,1",2014-01-06 00:00:00,1,6,"7,1","10,7","0,4",18,MONTREAL INTL A,"10,3",0,,2014,
"-13,9","31,9","-16,6",2014-01-07 00:00:00,1,7,"-11,1","0,2","0,2",16,MONTREAL INTL A,0,0,,2014,
"-11,7","29,7","-14,7",2014-01-08 00:00:00,1,8,"-8,7",0,0,16,MONTREAL INTL A,0,0,,2014,
"-10,1","28,1","-12,3",2014-01-09 00:00:00,1,9,"-7,8",0,0,,MONTREAL INTL A,0,0,,2014,
"-9,4","27,4","-14,2",2014-01-10 00:00:00,1,10,"-4,5",0,0,15,MONTREAL INTL A,0,0,,2014,
"0,5","17,5","-6,4",2014-01-11 00:00:00,1,11,"7,3","6,2",0,14,MONTREAL INTL A,"6,2",0,,2014,
"2,4","15,6","0,3",2014-01-12 00:00:00,1,12,"4,5",0,0,13,MONTREAL INTL A,0,0,,2014,
"2,1","15,9","-0,9",2014-01-13 00:00:00,1,13,"5,1",0,0,12,MONTREAL INTL A,0,0,,2014,
"1,5","16,5","-1,3",2014-01-14 00:00:00,1,14,"4,2","5,4",0,9,MONTREAL INTL A,"5,4",0,,2014,
"-1,1","19,1","-4,1",2014-01-15 00:00:00,1,15,"1,9","0,2",0,8,MONTREAL INTL A,"0,2",0,,2014,
"-2,8","20,8","-5,1",2014-01-16 00:00:00,1,16,"-0,5",0,0,7,MONTREAL INTL A,0,0,,2014,
"-2,3","20,3","-5,2",2014-01-17 00:00:00,1,17,"0,6","0,6","0,6",6,MONTREAL INTL A,0,0,,2014,
"-2,3","20,3",-7,2014-01-18 00:00:00,1,18,"2,4","0,2","0,2",6,MONTREAL INTL A,0,0,,2014,
"-4,3","22,3","-6,4",2014-01-19 00:00:00,1,19,"-2,2","1,4","1,4",6,MONTREAL INTL A,0,0,,2014,
"-13,6","31,6","-20,7",2014-01-20 00:00:00,1,20,"-6,4","1,2","1,6",7,MONTREAL INTL A,,0,,2014,
"-21,5","39,5","-23,8",2014-01-21 00:00:00,1,21,"-19,1",0,0,7,MONTREAL INTL A,0,0,,2014,
"-21,5","39,5","-25,4",2014-01-22 00:00:00,1,22,"-17,6",0,0,7,MONTREAL INTL A,0,0,,2014,
"-20,4","38,4","-23,2",2014-01-23 00:00:00,1,23,"-17,5",0,0,7,MONTREAL INTL A,0,0,,2014,
"-16,8","34,8","-23,8",2014-01-24 00:00:00,1,24,"-9,7",0,0,6,MONTREAL INTL A,0,0,,2014,
"-10,4","28,4","-15,5",2014-01-25 00:00:00,1,25,"-5,3",2,2,6,MONTREAL INTL A,0,0,,2014,
"-17,7","35,7","-21,5",2014-01-26 00:00:00,1,26,"-13,8","0,4","0,4",6,MONTREAL INTL A,0,0,,2014,
"-12,2","30,2","-17,9",2014-01-27 00:00:00,1,27,"-6,4","5,6","5,2",7,MONTREAL INTL A,"0,4",0,,2014,
"-15,4","33,4","-19,9",2014-01-28 00:00:00,1,28,"-10,8",0,0,7,MONTREAL INTL A,0,0,,2014,
"-11,9","29,9","-14,2",2014-01-29 00:00:00,1,29,"-9,6",0,0,7,MONTREAL INTL A,0,0,,2014,
"-8,6","26,6","-12,7",2014-01-30 00:00:00,1,30,"-4,4",0,0,7,MONTREAL INTL A,0,0,,2014,
"-2,9","20,9","-7,1",2014-01-31 00:00:00,1,31,"1,3",0,0,7,MONTREAL INTL A,0,0,,2014,
"-6,1","24,1","-10,9",2014-02-01 00:00:00,2,1,"-1,3",12,12,7,MONTREAL INTL A,0,0,,2014,
"-4,5","22,5","-7,9",2014-02-02 00:00:00,2,2,"-1,1","4,6","4,6",17,MONTREAL INTL A,0,0,,2014,
"-11,1","29,1","-15,3",2014-02-03 00:00:00,2,3,"-6,9",0,0,17,MONTREAL INTL A,0,0,,2014,
"-11,5","29,5","-16,8",2014-02-04 00:00:00,2,4,"-6,1",0,0,16,MONTREAL INTL A,0,0,,2014,
"-11,8","29,8","-15,6",2014-02-05 00:00:00,2,5,"-7,9","5,4","5,4",16,MONTREAL INTL A,0,0,,2014,
"-14,7","32,7",-20,2014-02-06 00:00:00,2,6,"-9,3","0,4","0,4",19,MONTREAL INTL A,0,0,,2014,
"-10,3","28,3","-12,9",2014-02-07 00:00:00,2,7,"-7,6",0,0,19,MONTREAL INTL A,0,0,,2014,
-9,27,"-12,3",2014-02-08 00:00:00,2,8,"-5,7",0,0,12,MONTREAL INTL A,0,0,,2014,
"-9,8","27,8","-12,5",2014-02-09 00:00:00,2,9,"-7,1","1,4","1,4",12,MONTREAL INTL A,0,0,,2014,
"-11,5","29,5","-16,1",2014-02-10 00:00:00,2,10,"-6,8","0,4","0,4",12,MONTREAL INTL A,0,0,,2014,
"-15,4","33,4","-19,6",2014-02-11 00:00:00,2,11,"-11,1",0,0,12,MONTREAL INTL A,0,0,,2014,
"-16,5","34,5","-23,1",2014-02-12 00:00:00,2,12,"-9,8",0,0,12,MONTREAL INTL A,0,0,,2014,
"-12,3","30,3","-18,4",2014-02-13 00:00:00,2,13,"-6,1","1,8",2,12,MONTREAL INTL A,0,0,,2014,
"-4,2","22,2","-6,1",2014-02-14 00:00:00,2,14,"-2,2","12,4","12,4",18,MONTREAL INTL A,0,0,,2014,
"-8,7","26,7","-11,8",2014-02-15 00:00:00,2,15,"-5,6",0,0,20,MONTREAL INTL A,0,0,,2014,
"-12,7","30,7","-15,8",2014-02-16 00:00:00,2,16,"-9,5",0,0,20,MONTREAL INTL A,0,0,,2014,
"-13,7","31,7","-17,4",2014-02-17 00:00:00,2,17,"-9,9",0,0,19,MONTREAL INTL A,0,0,,2014,
"-9,5","27,5","-15,6",2014-02-18 00:00:00,2,18,"-3,4","2,4","2,4",19,MONTREAL INTL A,0,0,,2014,
-2,20,"-5,4",2014-02-19 00:00:00,2,19,"1,5",0,0,20,MONTREAL INTL A,0,0,,2014,
"-1,1","19,1","-4,9",2014-02-20 00:00:00,2,20,"2,8",0,0,18,MONTREAL INTL A,0,0,,2014,
"1,8","16,2","-0,6",2014-02-21 00:00:00,2,21,"4,2","19,2",0,14,MONTREAL INTL A,"19,2",0,,2014,
"2,2","15,8","-1,8",2014-02-22 00:00:00,2,22,"6,1",0,0,5,MONTREAL INTL A,0,0,,2014,
"-1,4","19,4","-4,3",2014-02-23 00:00:00,2,23,"1,5",0,0,5,MONTREAL INTL A,0,0,,2014,
"-7,5","25,5","-10,6",2014-02-24 00:00:00,2,24,"-4,3","0,2","0,2",5,MONTREAL INTL A,0,0,,2014,
-11,29,"-12,9",2014-02-25 00:00:00,2,25,-9,0,0,5,MONTREAL INTL A,0,0,,2014,
"-12,3","30,3","-14,8",2014-02-26 00:00:00,2,26,"-9,7","1,6","1,6",5,MONTREAL INTL A,0,0,,2014,
"-10,9","28,9","-14,8",2014-02-27 00:00:00,2,27,"-6,9","0,4","0,4",5,MONTREAL INTL A,0,0,,2014,
"-15,2","33,2","-18,2",2014-02-28 00:00:00,2,28,"-12,1",0,0,5,MONTREAL INTL A,0,0,,2014,
"-8,8","26,8","-14,2",2014-03-01 00:00:00,3,1,"-3,4",2,2,5,MONTREAL INTL A,0,0,,2014,
"-11,1","29,1","-16,6",2014-03-02 00:00:00,3,2,"-5,5","0,6","0,6",6,MONTREAL INTL A,0,0,,2014,
"-15,6","33,6","-18,1",2014-03-03 00:00:00,3,3,-13,0,0,5,MONTREAL INTL A,0,0,,2014,
"-14,8","32,8","-18,5",2014-03-04 00:00:00,3,4,-11,"1,4","1,4",5,MONTREAL INTL A,0,0,,2014,
"-13,3","31,3","-17,6",2014-03-05 00:00:00,3,5,-9,0,0,6,MONTREAL INTL A,0,0,,2014,
"-14,2","32,2","-19,9",2014-03-06 00:00:00,3,6,"-8,5",0,0,6,MONTREAL INTL A,0,0,,2014,
"-9,1","27,1","-18,4",2014-03-07 00:00:00,3,7,"0,2",0,0,6,MONTREAL INTL A,0,0,,2014,
"-2,5","20,5","-7,2",2014-03-08 00:00:00,3,8,"2,2","0,8","0,8",5,MONTREAL INTL A,0,0,,2014,
"-8,2","26,2","-12,6",2014-03-09 00:00:00,3,9,"-3,8",3,3,5,MONTREAL INTL A,0,0,,2014,
"-2,4","20,4","-5,4",2014-03-10 00:00:00,3,10,"0,7",4,4,7,MONTREAL INTL A,0,0,,2014,
"2,7","15,3","0,2",2014-03-11 00:00:00,3,11,"5,2",0,0,10,MONTREAL INTL A,0,0,,2014,
"-5,1","23,1","-11,9",2014-03-12 00:00:00,3,12,"1,7","15,4","15,4",5,MONTREAL INTL A,0,0,,2014,
"-11,2","29,2","-15,6",2014-03-13 00:00:00,3,13,"-6,7","2,2","2,2",16,MONTREAL INTL A,0,0,,2014,
"-7,3","25,3","-16,7",2014-03-14 00:00:00,3,14,"2,1",0,0,16,MONTREAL INTL A,0,0,,2014,
"-1,9","19,9","-8,4",2014-03-15 00:00:00,3,15,"4,6","0,4","0,2",8,MONTREAL INTL A,"0,2",0,,2014,
"-11,3","29,3","-14,1",2014-03-16 00:00:00,3,16,"-8,4",0,0,5,MONTREAL INTL A,0,0,,2014,
"-11,8","29,8","-16,8",2014-03-17 00:00:00,3,17,"-6,8",0,0,5,MONTREAL INTL A,0,0,,2014,
"-8,2","26,2","-13,8",2014-03-18 00:00:00,3,18,"-2,5",0,0,5,MONTREAL INTL A,0,0,,2014,
"-2,9","20,9",-9,2014-03-19 00:00:00,3,19,"3,2","1,8","0,4",5,MONTREAL INTL A,"1,4",0,,2014,
"1,3","16,7","-0,3",2014-03-20 00:00:00,3,20,"2,9","2,6","0,2",4,MONTREAL INTL A,"2,4",0,,2014,
"-0,3","18,3",-3,2014-03-21 00:00:00,3,21,"2,5","0,2","0,2",2,MONTREAL INTL A,0,0,,2014,
"-1,6","19,6","-3,8",2014-03-22 00:00:00,3,22,"0,6","9,6","9,6",2,MONTREAL INTL A,0,0,,2014,
"-6,8","24,8","-13,6",2014-03-23 00:00:00,3,23,0,0,0,6,MONTREAL INTL A,0,0,,2014,
"-10,6","28,6","-16,5",2014-03-24 00:00:00,3,24,"-4,7",0,0,6,MONTREAL INTL A,0,0,,2014,
"-6,3","24,3","-11,7",2014-03-25 00:00:00,3,25,"-0,9",0,0,6,MONTREAL INTL A,0,0,,2014,
"-6,1","24,1","-9,8",2014-03-26 00:00:00,3,26,"-2,4",0,0,5,MONTREAL INTL A,0,0,,2014,
"-7,5","25,5","-13,1",2014-03-27 00:00:00,3,27,"-1,8","0,2","0,2",5,MONTREAL INTL A,0,0,,2014,
"0,7","17,3","-2,7",2014-03-28 00:00:00,3,28,"4,1","15,2","4,2",9,MONTREAL INTL A,"9,2",0,,2014,
"1,9","16,1","0,5",2014-03-29 00:00:00,3,29,"3,2",0,0,3,MONTREAL INTL A,0,0,,2014,
"-0,5","18,5","-1,4",2014-03-30 00:00:00,3,30,"0,5","15,2","15,2",7,MONTREAL INTL A,0,0,,2014,
2,16,"-1,8",2014-03-31 00:00:00,3,31,"5,7",0,0,12,MONTREAL INTL A,0,0,,2014,
"0,5","17,5","-3,5",2014-04-01 00:00:00,4,1,"4,4",0,0,9,MONTREAL INTL A,0,0,,2014,
3,15,"1,2",2014-04-02 00:00:00,4,2,"4,8",0,0,5,MONTREAL INTL A,0,0,,2014,
"0,4","17,6","-2,2",2014-04-03 00:00:00,4,3,"2,9",0,0,2,MONTREAL INTL A,0,0,,2014,
"1,8","16,2","-3,4",2014-04-04 00:00:00,4,4,7,"16,8",0,1,MONTREAL INTL A,"16,8",0,,2014,
"2,6","15,4","0,4",2014-04-05 00:00:00,4,5,"4,7","1,2",0,0,MONTREAL INTL A,"1,2",0,,2014,
"2,7","15,3","-1,2",2014-04-06 00:00:00,4,6,"6,6",0,0,0,MONTREAL INTL A,0,0,,2014,
"6,5","11,5","-0,1",2014-04-07 00:00:00,4,7,13,"6,4",0,0,MONTREAL INTL A,"6,4",0,,2014,
"3,9","14,1","2,6",2014-04-08 00:00:00,4,8,"5,2","22,6",0,,MONTREAL INTL A,"22,6",0,,2014,
2,16,"-0,9",2014-04-09 00:00:00,4,9,"4,8",0,0,,MONTREAL INTL A,0,0,,2014,
"7,3","10,7","-1,6",2014-04-10 00:00:00,4,10,"16,2",4,0,,MONTREAL INTL A,4,0,,2014,
"7,4","10,6","2,9",2014-04-11 00:00:00,4,11,"11,8",0,0,,MONTREAL INTL A,0,0,,2014,
"7,9","10,1","1,5",2014-04-12 00:00:00,4,12,"14,3",0,0,,MONTREAL INTL A,0,0,,2014,
"7,2","10,8","2,6",2014-04-13 00:00:00,4,13,"11,7","8,2",0,,MONTREAL INTL A,"8,2",0,,2014,
"13,4","4,6","2,2",2014-04-14 00:00:00,4,14,"24,5",9,0,,MONTREAL INTL A,9,0,,2014,
"5,6","12,4","-5,1",2014-04-15 00:00:00,4,15,"16,2",9,"0,4",0,MONTREAL INTL A,"8,6",0,,2014,
"-3,4","21,4","-7,3",2014-04-16 00:00:00,4,16,"0,6",0,0,0,MONTREAL INTL A,0,0,,2014,
"2,4","15,6","-2,9",2014-04-17 00:00:00,4,17,"7,7",0,0,,MONTREAL INTL A,0,0,,2014,
"6,3","11,7","1,7",2014-04-18 00:00:00,4,18,"10,8",0,0,,MONTREAL INTL A,0,0,,2014,
"5,1","12,9","-0,5",2014-04-19 00:00:00,4,19,"10,6","0,4",0,,MONTREAL INTL A,"0,4",0,,2014,
"5,8","12,2","-2,6",2014-04-20 00:00:00,4,20,"14,1",0,0,,MONTREAL INTL A,0,0,,2014,
"13,3","4,7","7,4",2014-04-21 00:00:00,4,21,"19,2","1,2",0,,MONTREAL INTL A,"1,2",0,,2014,
"9,9","8,1",7,2014-04-22 00:00:00,4,22,"12,7","10,4",0,,MONTREAL INTL A,"10,4",0,,2014,
"7,7","10,3","3,6",2014-04-23 00:00:00,4,23,"11,8",0,0,,MONTREAL INTL A,0,0,,2014,
"7,3","10,7","1,4",2014-04-24 00:00:00,4,24,"13,2",0,0,,MONTREAL INTL A,0,0,,2014,
"5,8","12,2","-0,3",2014-04-25 00:00:00,4,25,"11,9",0,0,,MONTREAL INTL A,0,0,,2014,
"5,6","12,4","2,8",2014-04-26 00:00:00,4,26,"8,4","11,4",0,,MONTREAL INTL A,"11,4",0,,2014,
"6,4","11,6","2,3",2014-04-27 00:00:00,4,27,"10,4",2,0,,MONTREAL INTL A,2,0,,2014,
"7,1","10,9","1,8",2014-04-28 00:00:00,4,28,"12,3",0,0,,MONTREAL INTL A,0,0,,2014,
"11,1","6,9","5,7",2014-04-29 00:00:00,4,29,"16,5","2,8",0,,MONTREAL INTL A,"2,8",0,,2014,
"7,9","10,1","5,1",2014-04-30 00:00:00,4,30,"10,6","30,8",0,,MONTREAL INTL A,"30,8",0,,2014,
"11,1","6,9","6,1",2014-05-01 00:00:00,5,1,"16,1","8,2",0,,MONTREAL INTL A,"8,2",0,,2014,
"10,6","7,4","8,1",2014-05-02 00:00:00,5,2,13,"0,6",0,,MONTREAL INTL A,"0,6",0,,2014,
"12,1","5,9","7,9",2014-05-03 00:00:00,5,3,"16,3","0,8",0,,MONTREAL INTL A,"0,8",0,,2014,
"9,7","8,3","7,3",2014-05-04 00:00:00,5,4,12,"19,4",0,,MONTREAL INTL A,"19,4",0,,2014,
"9,9","8,1","6,3",2014-05-05 00:00:00,5,5,"13,4",0,0,,MONTREAL INTL A,0,0,,2014,
"9,6","8,4","4,2",2014-05-06 00:00:00,5,6,15,0,0,,MONTREAL INTL A,0,0,,2014,
"9,5","8,5","3,2",2014-05-07 00:00:00,5,7,"15,8",0,0,,MONTREAL INTL A,0,0,,2014,
11,7,"5,2",2014-05-08 00:00:00,5,8,"16,8",0,0,,MONTREAL INTL A,0,0,,2014,
"14,8","3,2","8,8",2014-05-09 00:00:00,5,9,"20,8","4,2",0,,MONTREAL INTL A,"4,2",0,,2014,
"17,9","0,1","11,9",2014-05-10 00:00:00,5,10,"23,8","4,4",0,,MONTREAL INTL A,"4,4",0,,2014,
"16,7","1,3","11,4",2014-05-11 00:00:00,5,11,"21,9",0,0,,MONTREAL INTL A,0,0,,2014,
"15,8","2,2","9,1",2014-05-12 00:00:00,5,12,"22,4",0,0,,MONTREAL INTL A,0,0,,2014,
"13,4","4,6","8,3",2014-05-13 00:00:00,5,13,"18,4","1,4",0,,MONTREAL INTL A,"1,4",0,,2014,
"19,3",0,"13,6",2014-05-14 00:00:00,5,14,"24,9",0,0,,MONTREAL INTL A,0,"1,3",,2014,
"22,9",0,"17,5",2014-05-15 00:00:00,5,15,"28,2",0,0,,MONTREAL INTL A,0,"4,9",,2014,
"16,3","1,7","10,3",2014-05-16 00:00:00,5,16,"22,2","29,8",0,,MONTREAL INTL A,"29,8",0,,2014,
"11,9","6,1","8,3",2014-05-17 00:00:00,5,17,"15,4","10,8",0,,MONTREAL INTL A,"10,8",0,,2014,
"11,5","6,5","6,3",2014-05-18 00:00:00,5,18,"16,6",0,0,,MONTREAL INTL A,0,0,,2014,
"14,7","3,3","9,2",2014-05-19 00:00:00,5,19,"20,2",0,0,,MONTREAL INTL A,0,0,,2014,
"15,8","2,2","8,7",2014-05-20 00:00:00,5,20,"22,8",0,0,,MONTREAL INTL A,0,0,,2014,
"17,1","0,9","10,4",2014-05-21 00:00:00,5,21,"23,8",0,0,,MONTREAL INTL A,0,0,,2014,
16,2,"12,9",2014-05-22 00:00:00,5,22,19,1,0,,MONTREAL INTL A,1,0,,2014,
"15,8","2,2","10,8",2014-05-23 00:00:00,5,23,"20,8",0,0,,MONTREAL INTL A,0,0,,2014,
"16,4","1,6","11,4",2014-05-24 00:00:00,5,24,"21,4",0,0,,MONTREAL INTL A,0,0,,2014,
"17,3","0,7","9,4",2014-05-25 00:00:00,5,25,"25,2","4,6",0,,MONTREAL INTL A,"4,6",0,,2014,
"19,6",0,"16,3",2014-05-26 00:00:00,5,26,"22,8","3,6",0,,MONTREAL INTL A,"3,6","1,6",,2014,
"12,8","5,2","8,6",2014-05-27 00:00:00,5,27,"16,9","4,2",0,,MONTREAL INTL A,"4,2",0,,2014,
"12,1","5,9","8,1",2014-05-28 00:00:00,5,28,"16,1","0,6",0,,MONTREAL INTL A,"0,6",0,,2014,
"13,3","4,7","6,1",2014-05-29 00:00:00,5,29,"20,5",0,0,,MONTREAL INTL A,0,0,,2014,
